Data File	C:\Users\user\Documents\OmniSEC Data\THF\2022-10-20\2022-10-20_23;10;01_TP34_01.vdt
Sample ID	TP34
Method File Name	ps conv-0000.vcm
Date Acquired	Oct 20, 2022 - 23:10:01
Solvent	THF
Operator	admin : Administrator
Column Set	2 x PLGel Mixed-B
System	THF
Flow Rate (ml/min)	 1.000
Inj. Vol. (ul)	100.000
Vol. Inc. (ml)	0.00333
Det. Temp (Deg C)	40.000
Col. Temp (Deg C)	40.000

Ret. Vol.	RI	UV	RALS	LALS	IV - DP	IV -  IP	Adjusted RI
6.55000	13.138	 2.991	74.480	47.456	27.375	35.36363	
6.55333	13.108	 2.991	74.480	47.426	27.390	35.36363	
6.55667	13.123	 2.976	74.496	47.441	27.390	35.36241	
6.56000	13.138	 2.960	74.511	47.426	27.406	35.36119	
6.56333	13.123	 2.960	74.526	47.426	27.375	35.36363	
6.56667	13.138	 2.960	74.496	47.411	27.375	35.36607	
6.57000	13.184	 2.960	74.511	47.441	27.375	35.36607	
6.57333	13.153	 2.976	74.526	47.441	27.375	35.36424	
6.57667	13.138	 2.976	74.541	47.441	27.375	35.36485	
6.58000	13.153	 2.976	74.541	47.441	27.360	35.36668	
6.58333	13.153	 2.976	74.541	47.411	27.360	35.36668	
6.58667	13.123	 2.976	74.511	47.411	27.329	35.36546	
6.59000	13.153	 2.976	74.511	47.411	27.329	35.36363	
6.59333	13.169	 2.976	74.496	47.441	27.345	35.36424	
6.59667	13.199	 2.976	74.511	47.441	27.375	35.36607	
6.60000	13.199	 2.976	74.526	47.487	27.345	35.36668	
6.60333	13.215	 2.960	74.557	47.487	27.390	35.36546	
6.60667	13.215	 2.960	74.541	47.487	27.390	35.36485	
6.61000	13.199	 2.960	74.557	47.487	27.375	35.36546	
6.61333	13.199	 2.960	74.526	47.487	27.375	35.36668	
6.61667	13.199	 2.976	74.526	47.456	27.406	35.36485	
6.62000	13.199	 2.991	74.526	47.426	27.375	35.36241	
6.62333	13.199	 2.991	74.526	47.441	27.375	35.36241	
6.62667	13.245	 2.991	74.526	47.411	27.390	35.36485	
6.63000	13.215	 2.991	74.541	47.395	27.390	35.36424	
6.63333	13.230	 2.976	74.541	47.395	27.375	35.36241	
6.63667	13.215	 2.976	74.541	47.441	27.406	35.36058	
6.64000	13.199	 2.976	74.541	47.426	27.406	35.36180	
6.64333	13.153	 2.976	74.511	47.456	27.421	35.36302	
6.64667	13.138	 2.976	74.526	47.456	27.421	35.36302	
6.65000	13.108	 2.976	74.511	47.472	27.421	35.36058	
6.65333	13.092	 2.976	74.511	47.441	27.390	35.35997	
6.65667	13.092	 2.960	74.526	47.456	27.406	35.36241	
6.66000	13.092	 2.960	74.541	47.441	27.375	35.36363	
6.66333	13.123	 2.960	74.541	47.456	27.390	35.36180	
6.66667	13.123	 2.960	74.541	47.426	27.390	35.36119	
6.67000	13.153	 2.976	74.526	47.441	27.421	35.36241	
6.67333	13.138	 2.991	74.511	47.426	27.421	35.36362	
6.67667	13.153	 2.991	74.480	47.441	27.421	35.36423	
6.68000	13.108	 2.976	74.465	47.472	27.421	35.36301	
6.68333	13.138	 2.991	74.480	47.502	27.421	35.36179	
6.68667	13.123	 2.976	74.480	47.487	27.421	35.36302	
6.69000	13.153	 2.976	74.465	47.487	27.390	35.36485	
6.69333	13.153	 2.976	74.496	47.502	27.390	35.36241	
6.69667	13.184	 2.991	74.511	47.517	27.375	35.36058	
6.70000	13.153	 2.960	74.480	47.502	27.390	35.36058	
6.70333	13.169	 2.945	74.480	47.517	27.375	35.36241	
6.70667	13.169	 2.945	74.496	47.533	27.375	35.36241	
6.71000	13.169	 2.945	74.480	47.487	27.390	35.36119	
6.71333	13.184	 2.930	74.496	47.441	27.390	35.35936	
6.71667	13.215	 2.945	74.511	47.487	27.390	35.36119	
6.72000	13.215	 2.960	74.526	47.502	27.406	35.36302	
6.72333	13.199	 2.960	74.511	47.472	27.406	35.36180	
6.72667	13.184	 2.945	74.526	47.502	27.375	35.36058	
6.73000	13.169	 2.960	74.511	47.502	27.375	35.36058	
6.73333	13.153	 2.960	74.526	47.502	27.406	35.36180	
6.73667	13.153	 2.945	74.541	47.502	27.390	35.36363	
6.74000	13.184	 2.930	74.541	47.533	27.406	35.36302	
6.74333	13.215	 2.945	74.526	47.533	27.406	35.36180	
6.74667	13.230	 2.945	74.526	47.517	27.406	35.36302	
6.75000	13.215	 2.945	74.511	47.502	27.390	35.36607	
6.75333	13.230	 2.960	74.480	47.472	27.406	35.36607	
6.75667	13.215	 2.976	74.496	47.472	27.406	35.36546	
6.76000	13.184	 2.976	74.511	47.472	27.436	35.36485	
6.76333	13.169	 2.976	74.480	47.502	27.451	35.36729	
6.76667	13.153	 2.976	74.480	47.487	27.451	35.36973	
6.77000	13.153	 2.976	74.480	47.502	27.467	35.36912	
6.77333	13.123	 2.960	74.480	47.487	27.451	35.36607	
6.77667	13.108	 2.960	74.465	47.487	27.421	35.36607	
6.78000	13.123	 2.960	74.496	47.472	27.406	35.36729	
6.78333	13.108	 2.960	74.526	47.472	27.390	35.36668	
6.78667	13.092	 2.960	74.541	47.487	27.360	35.36546	
6.79000	13.108	 2.991	74.526	47.472	27.345	35.36424	
6.79333	13.138	 2.991	74.511	47.472	27.360	35.36424	
6.79667	13.153	 2.991	74.511	47.472	27.375	35.36546	
6.80000	13.215	 2.976	74.511	47.472	27.406	35.36485	
6.80333	13.199	 2.976	74.526	47.441	27.406	35.36119	
6.80667	13.215	 2.960	74.526	47.441	27.421	35.36058	
6.81000	13.199	 2.960	74.572	47.426	27.421	35.36302	
6.81333	13.184	 2.960	74.572	47.411	27.421	35.36424	
6.81667	13.169	 2.976	74.541	47.411	27.390	35.36241	
6.82000	13.169	 2.960	74.526	47.426	27.375	35.36058	
6.82333	13.169	 2.960	74.526	47.441	27.406	35.36302	
6.82667	13.184	 2.976	74.526	47.456	27.390	35.36546	
6.83000	13.184	 2.976	74.511	47.456	27.345	35.36485	
6.83333	13.199	 2.976	74.511	47.426	27.314	35.36180	
6.83667	13.199	 2.976	74.480	47.441	27.299	35.36058	
6.84000	13.184	 2.976	74.496	47.441	27.284	35.36058	
6.84333	13.184	 2.945	74.465	47.426	27.314	35.36058	
6.84667	13.199	 2.930	74.465	47.426	27.329	35.35875	
6.85000	13.184	 2.915	74.480	47.426	27.345	35.35691	
6.85333	13.184	 2.915	74.511	47.411	27.375	35.35752	
6.85667	13.184	 2.915	74.496	47.395	27.360	35.35997	
6.86000	13.153	 2.930	74.511	47.380	27.360	35.36058	
6.86333	13.123	 2.945	74.480	47.411	27.375	35.35875	
6.86667	13.108	 2.960	74.480	47.456	27.360	35.35814	
6.87000	13.138	 2.976	74.496	47.441	27.345	35.35997	
6.87333	13.153	 2.976	74.480	47.441	27.345	35.36119	
6.87667	13.153	 2.991	74.465	47.456	27.345	35.36119	
6.88000	13.169	 2.991	74.511	47.441	27.329	35.35997	
6.88333	13.153	 2.991	74.496	47.426	27.360	35.35936	
6.88667	13.138	 2.991	74.480	47.411	27.390	35.36119	
6.89000	13.138	 2.991	74.480	47.441	27.421	35.36241	
6.89333	13.169	 2.976	74.480	47.441	27.390	35.36058	
6.89667	13.184	 2.976	74.465	47.441	27.406	35.35936	
6.90000	13.215	 2.976	74.465	47.441	27.421	35.36119	
6.90333	13.215	 2.976	74.465	47.487	27.421	35.36363	
6.90667	13.215	 2.976	74.496	47.472	27.421	35.36363	
6.91000	13.230	 2.960	74.511	47.487	27.451	35.36180	
6.91333	13.215	 2.960	74.511	47.502	27.451	35.36119	
6.91667	13.199	 2.960	74.526	47.502	27.406	35.36302	
6.92000	13.199	 2.960	74.496	47.487	27.390	35.36363	
6.92333	13.184	 2.960	74.465	47.487	27.375	35.36119	
6.92667	13.153	 2.976	74.465	47.456	27.345	35.35875	
6.93000	13.138	 2.960	74.450	47.426	27.360	35.35875	
6.93333	13.123	 2.960	74.435	47.411	27.375	35.35997	
6.93667	13.138	 2.960	74.435	47.411	27.375	35.36058	
6.94000	13.169	 2.960	74.465	47.395	27.360	35.35936	
6.94333	13.184	 2.960	74.480	47.426	27.360	35.35936	
6.94667	13.199	 2.976	74.496	47.472	27.345	35.36119	
6.95000	13.245	 2.976	74.480	47.502	27.345	35.36363	
6.95333	13.230	 2.976	74.511	47.502	27.329	35.36302	
6.95667	13.199	 2.976	74.496	47.517	27.345	35.36180	
6.96000	13.215	 2.976	74.465	47.502	27.360	35.36180	
6.96333	13.199	 2.976	74.480	47.456	27.360	35.36302	
6.96667	13.169	 2.976	74.511	47.426	27.375	35.36363	
6.97000	13.169	 2.976	74.496	47.441	27.375	35.36180	
6.97333	13.184	 2.976	74.511	47.441	27.390	35.36058	
6.97667	13.169	 2.976	74.526	47.426	27.390	35.36119	
6.98000	13.184	 2.976	74.511	47.411	27.390	35.36424	
6.98333	13.199	 2.976	74.511	47.441	27.390	35.36485	
6.98667	13.199	 2.960	74.526	47.426	27.406	35.36424	
6.99000	13.184	 2.960	74.526	47.426	27.390	35.36363	
6.99333	13.169	 2.960	74.541	47.426	27.390	35.36668	
6.99667	13.153	 2.960	74.572	47.456	27.390	35.36851	
7.00000	13.153	 2.960	74.572	47.426	27.406	35.36729	
7.00333	13.169	 2.976	74.572	47.441	27.406	35.36485	
7.00667	13.169	 2.976	74.572	47.441	27.421	35.36546	
7.01000	13.184	 2.976	74.557	47.441	27.421	35.36790	
7.01333	13.199	 2.976	74.541	47.441	27.406	35.36851	
7.01667	13.199	 2.960	74.526	47.456	27.390	35.36729	
7.02000	13.169	 2.960	74.526	47.456	27.390	35.36729	
7.02333	13.184	 2.960	74.526	47.456	27.375	35.37034	
7.02667	13.169	 2.960	74.526	47.441	27.375	35.37156	
7.03000	13.184	 2.945	74.511	47.472	27.390	35.37156	
7.03333	13.169	 2.960	74.511	47.456	27.375	35.36973	
7.03667	13.184	 2.960	74.480	47.441	27.375	35.36973	
7.04000	13.184	 2.945	74.450	47.456	27.375	35.37095	
7.04333	13.199	 2.945	74.435	47.487	27.360	35.37156	
7.04667	13.199	 2.960	74.435	47.441	27.375	35.36973	
7.05000	13.215	 2.976	74.435	47.487	27.390	35.36790	
7.05333	13.215	 2.976	74.465	47.487	27.375	35.36851	
7.05667	13.199	 2.991	74.465	47.472	27.360	35.37034	
7.06000	13.199	 2.991	74.450	47.456	27.375	35.36912	
7.06333	13.169	 2.991	74.450	47.487	27.345	35.36668	
7.06667	13.169	 2.976	74.450	47.456	27.329	35.36668	
7.07000	13.169	 2.976	74.450	47.456	27.329	35.36912	
7.07333	13.169	 2.976	74.450	47.456	27.390	35.36912	
7.07667	13.169	 2.976	74.465	47.487	27.390	35.36851	
7.08000	13.184	 2.976	74.480	47.472	27.390	35.36607	
7.08333	13.199	 2.976	74.480	47.487	27.406	35.36546	
7.08667	13.184	 2.976	74.465	47.487	27.421	35.36668	
7.09000	13.199	 2.976	74.465	47.487	27.406	35.36729	
7.09333	13.199	 2.960	74.465	47.456	27.375	35.36485	
7.09667	13.199	 2.960	74.465	47.472	27.406	35.36424	
7.10000	13.184	 2.960	74.435	47.456	27.390	35.36485	
7.10333	13.184	 2.960	74.404	47.456	27.390	35.36546	
7.10667	13.199	 2.960	74.435	47.441	27.390	35.36546	
7.11000	13.184	 2.991	74.435	47.456	27.406	35.36302	
7.11333	13.184	 2.991	74.435	47.426	27.390	35.36119	
7.11667	13.169	 2.991	74.496	47.456	27.406	35.36363	
7.12000	13.184	 2.991	74.526	47.441	27.406	35.36241	
7.12333	13.169	 2.991	74.511	47.472	27.390	35.35875	
7.12667	13.184	 2.976	74.496	47.456	27.406	35.35630	
7.13000	13.184	 2.976	74.480	47.472	27.406	35.35691	
7.13333	13.199	 2.976	74.450	47.441	27.421	35.35752	
7.13667	13.215	 2.976	74.465	47.456	27.421	35.35752	
7.14000	13.215	 2.991	74.465	47.456	27.390	35.35508	
7.14333	13.215	 2.991	74.480	47.472	27.390	35.35447	
7.14667	13.199	 2.991	74.511	47.456	27.390	35.35691	
7.15000	13.184	 2.991	74.511	47.456	27.375	35.35814	
7.15333	13.169	 2.991	74.496	47.441	27.406	35.35814	
7.15667	13.169	 2.976	74.511	47.411	27.406	35.35752	
7.16000	13.184	 2.976	74.511	47.426	27.421	35.35813	
7.16333	13.199	 2.991	74.480	47.456	27.436	35.36057	
7.16667	13.230	 2.991	74.465	47.456	27.467	35.36057	
7.17000	13.245	 2.991	74.480	47.456	27.436	35.35752	
7.17333	13.245	 2.976	74.480	47.456	27.436	35.35508	
7.17667	13.215	 2.976	74.496	47.441	27.421	35.35630	
7.18000	13.215	 2.960	74.526	47.411	27.436	35.35691	
7.18333	13.215	 2.960	74.557	47.411	27.406	35.35569	
7.18667	13.215	 2.960	74.557	47.426	27.406	35.35325	
7.19000	13.199	 2.976	74.572	47.441	27.421	35.35325	
7.19333	13.215	 2.960	74.572	47.426	27.451	35.35508	
7.19667	13.199	 2.960	74.557	47.441	27.451	35.35508	
7.20000	13.184	 2.945	74.541	47.441	27.467	35.35264	
7.20333	13.169	 2.960	74.541	47.441	27.482	35.35142	
7.20667	13.199	 2.960	74.541	47.441	27.451	35.35203	
7.21000	13.215	 2.976	74.541	47.456	27.451	35.35325	
7.21333	13.230	 2.976	74.541	47.456	27.436	35.35264	
7.21667	13.230	 2.991	74.557	47.441	27.421	35.35142	
7.22000	13.230	 2.976	74.572	47.426	27.406	35.35020	
7.22333	13.230	 2.976	74.557	47.426	27.421	35.35264	
7.22667	13.199	 2.976	74.541	47.426	27.390	35.35386	
7.23000	13.199	 2.976	74.541	47.411	27.390	35.35203	
7.23333	13.169	 2.976	74.541	47.441	27.390	35.35020	
7.23667	13.169	 2.976	74.526	47.456	27.390	35.35203	
7.24000	13.153	 2.976	74.496	47.456	27.390	35.35386	
7.24333	13.153	 2.976	74.496	47.456	27.421	35.35447	
7.24667	13.153	 2.976	74.480	47.472	27.390	35.35264	
7.25000	13.184	 2.976	74.465	47.472	27.390	35.35203	
7.25333	13.184	 2.960	74.450	47.472	27.375	35.35325	
7.25667	13.199	 2.960	74.465	47.487	27.421	35.35508	
7.26000	13.230	 2.960	74.465	47.502	27.406	35.35447	
7.26333	13.230	 2.945	74.465	47.502	27.421	35.35386	
7.26667	13.230	 2.945	74.465	47.487	27.406	35.35447	
7.27000	13.230	 2.960	74.496	47.502	27.421	35.35814	
7.27333	13.215	 2.945	74.496	47.487	27.390	35.35875	
7.27667	13.199	 2.945	74.480	47.456	27.390	35.35752	
7.28000	13.184	 2.960	74.480	47.456	27.406	35.35691	
7.28333	13.184	 2.945	74.465	47.456	27.436	35.35875	
7.28667	13.169	 2.945	74.450	47.441	27.467	35.35996	
7.29000	13.153	 2.960	74.450	47.456	27.482	35.36057	
7.29333	13.153	 2.960	74.465	47.456	27.482	35.35936	
7.29667	13.169	 2.945	74.450	47.487	27.467	35.35936	
7.30000	13.184	 2.960	74.465	47.487	27.497	35.36119	
7.30333	13.184	 2.960	74.450	47.487	27.467	35.36241	
7.30667	13.199	 2.960	74.465	47.456	27.451	35.36119	
7.31000	13.184	 2.960	74.465	47.472	27.421	35.35875	
7.31333	13.153	 2.976	74.496	47.456	27.421	35.35875	
7.31667	13.123	 2.976	74.480	47.456	27.390	35.35997	
7.32000	13.138	 2.960	74.480	47.472	27.406	35.35997	
7.32333	13.138	 2.976	74.465	47.517	27.421	35.35752	
7.32667	13.153	 2.976	74.465	47.487	27.421	35.35691	
7.33000	13.184	 2.976	74.450	47.472	27.421	35.35936	
7.33333	13.184	 2.976	74.480	47.487	27.421	35.36119	
7.33667	13.184	 2.991	74.480	47.472	27.406	35.35997	
7.34000	13.199	 2.976	74.480	47.456	27.421	35.35813	
7.34333	13.184	 2.976	74.511	47.502	27.451	35.35813	
7.34667	13.199	 2.976	74.526	47.502	27.482	35.36118	
7.35000	13.215	 2.960	74.511	47.472	27.497	35.36118	
7.35333	13.230	 2.945	74.526	47.456	27.497	35.35996	
7.35667	13.199	 2.945	74.526	47.456	27.497	35.35875	
7.36000	13.230	 2.945	74.511	47.456	27.482	35.36058	
7.36333	13.199	 2.945	74.496	47.456	27.467	35.36058	
7.36667	13.199	 2.960	74.511	47.456	27.436	35.36058	
7.37000	13.184	 2.976	74.526	47.487	27.436	35.35875	
7.37333	13.199	 2.960	74.541	47.456	27.390	35.35752	
7.37667	13.184	 2.960	74.541	47.426	27.390	35.35875	
7.38000	13.199	 2.945	74.541	47.426	27.390	35.35936	
7.38333	13.199	 2.945	74.526	47.441	27.375	35.35691	
7.38667	13.199	 2.945	74.496	47.441	27.375	35.35325	
7.39000	13.184	 2.960	74.480	47.441	27.360	35.35386	
7.39333	13.199	 2.960	74.480	47.472	27.360	35.35508	
7.39667	13.199	 2.976	74.496	47.472	27.329	35.35386	
7.40000	13.199	 2.960	74.526	47.472	27.314	35.35142	
7.40333	13.199	 2.960	74.541	47.456	27.329	35.35142	
7.40667	13.215	 2.976	74.541	47.472	27.360	35.35264	
7.41000	13.199	 2.976	74.541	47.441	27.360	35.35386	
7.41333	13.184	 2.976	74.526	47.411	27.390	35.35325	
7.41667	13.153	 2.991	74.496	47.395	27.436	35.35203	
7.42000	13.153	 2.991	74.480	47.395	27.421	35.35142	
7.42333	13.169	 2.976	74.496	47.411	27.406	35.35325	
7.42667	13.169	 2.976	74.496	47.426	27.390	35.35325	
7.43000	13.169	 2.976	74.496	47.441	27.390	35.35020	
7.43333	13.184	 2.960	74.496	47.441	27.406	35.34776	
7.43667	13.199	 2.960	74.496	47.456	27.406	35.34898	
7.44000	13.153	 2.960	74.480	47.441	27.421	35.35081	
7.44333	13.169	 2.945	74.450	47.441	27.451	35.35081	
7.44667	13.184	 2.930	74.450	47.456	27.436	35.35081	
7.45000	13.184	 2.945	74.450	47.472	27.390	35.35081	
7.45333	13.184	 2.930	74.450	47.472	27.375	35.35325	
7.45667	13.230	 2.930	74.435	47.487	27.390	35.35447	
7.46000	13.215	 2.930	74.435	47.517	27.375	35.35264	
7.46333	13.199	 2.960	74.435	47.517	27.360	35.35020	
7.46667	13.215	 2.960	74.435	47.517	27.360	35.35264	
7.47000	13.215	 2.976	74.435	47.517	27.375	35.35569	
7.47333	13.199	 2.991	74.465	47.502	27.390	35.35569	
7.47667	13.184	 3.006	74.496	47.487	27.390	35.35447	
7.48000	13.184	 2.991	74.511	47.472	27.406	35.35386	
7.48333	13.184	 2.991	74.511	47.456	27.436	35.35569	
7.48667	13.184	 2.991	74.496	47.426	27.421	35.35630	
7.49000	13.184	 2.960	74.496	47.441	27.390	35.35447	
7.49333	13.199	 2.945	74.480	47.426	27.390	35.35264	
7.49667	13.230	 2.930	74.465	47.441	27.390	35.35264	
7.50000	13.245	 2.945	74.465	47.441	27.390	35.35386	
7.50333	13.215	 2.945	74.480	47.456	27.436	35.35447	
7.50667	13.230	 2.976	74.450	47.441	27.482	35.35325	
7.51000	13.215	 3.006	74.419	47.456	27.467	35.35142	
7.51333	13.199	 3.037	74.419	47.441	27.451	35.35264	
7.51667	13.199	 3.021	74.435	47.456	27.451	35.35386	
7.52000	13.215	 3.006	74.435	47.456	27.421	35.35203	
7.52333	13.184	 2.991	74.450	47.472	27.390	35.34959	
7.52667	13.199	 2.960	74.480	47.472	27.421	35.34959	
7.53000	13.199	 2.945	74.496	47.472	27.436	35.35203	
7.53333	13.169	 2.930	74.496	47.456	27.406	35.35264	
7.53667	13.169	 2.945	74.496	47.456	27.406	35.35081	
7.54000	13.169	 2.930	74.511	47.441	27.390	35.34898	
7.54333	13.169	 2.945	74.526	47.426	27.375	35.34959	
7.54667	13.184	 2.945	74.526	47.472	27.375	35.35142	
7.55000	13.184	 2.960	74.541	47.487	27.406	35.35142	
7.55333	13.184	 2.960	74.557	47.487	27.390	35.34959	
7.55667	13.184	 2.991	74.557	47.472	27.375	35.34959	
7.56000	13.184	 2.991	74.557	47.472	27.390	35.35142	
7.56333	13.138	 2.991	74.541	47.441	27.421	35.35325	
7.56667	13.153	 2.991	74.526	47.441	27.406	35.35203	
7.57000	13.153	 2.976	74.526	47.441	27.406	35.35142	
7.57333	13.184	 2.960	74.541	47.456	27.421	35.35203	
7.57667	13.199	 2.945	74.541	47.456	27.421	35.35447	
7.58000	13.215	 2.930	74.541	47.456	27.406	35.35508	
7.58333	13.230	 2.930	74.526	47.456	27.406	35.35325	
7.58667	13.230	 2.945	74.480	47.456	27.406	35.35203	
7.59000	13.230	 2.945	74.480	47.456	27.390	35.35447	
7.59333	13.169	 2.960	74.480	47.441	27.345	35.35691	
7.59667	13.184	 2.976	74.496	47.411	27.314	35.35569	
7.60000	13.153	 2.976	74.511	47.411	27.329	35.35508	
7.60333	13.153	 2.976	74.572	47.426	27.329	35.35569	
7.60667	13.138	 2.976	74.557	47.426	27.345	35.35691	
7.61000	13.169	 2.976	74.541	47.441	27.406	35.35691	
7.61333	13.169	 2.976	74.526	47.472	27.406	35.35630	
7.61667	13.199	 2.976	74.526	47.472	27.375	35.35447	
7.62000	13.199	 2.976	74.496	47.441	27.375	35.35569	
7.62333	13.199	 2.960	74.480	47.456	27.375	35.35874	
7.62667	13.215	 2.960	74.480	47.456	27.360	35.35997	
7.63000	13.199	 2.960	74.480	47.472	27.375	35.35814	
7.63333	13.169	 2.960	74.480	47.472	27.390	35.35814	
7.63667	13.169	 2.960	74.465	47.487	27.390	35.36058	
7.64000	13.184	 2.976	74.450	47.472	27.390	35.36180	
7.64333	13.169	 2.976	74.465	47.487	27.360	35.35997	
7.64667	13.169	 2.976	74.480	47.487	27.314	35.35875	
7.65000	13.184	 2.991	74.480	47.487	27.314	35.35936	
7.65333	13.184	 2.991	74.496	47.487	27.329	35.36058	
7.65667	13.169	 2.976	74.511	47.487	27.345	35.36058	
7.66000	13.184	 2.960	74.496	47.472	27.390	35.35936	
7.66333	13.199	 2.960	74.496	47.472	27.421	35.35752	
7.66667	13.199	 2.930	74.480	47.487	27.390	35.35874	
7.67000	13.199	 2.930	74.480	47.487	27.390	35.36057	
7.67333	13.184	 2.930	74.480	47.472	27.390	35.35874	
7.67667	13.169	 2.930	74.480	47.456	27.345	35.35691	
7.68000	13.169	 2.915	74.465	47.441	27.329	35.35691	
7.68333	13.138	 2.930	74.465	47.411	27.345	35.35875	
7.68667	13.153	 2.930	74.496	47.411	27.329	35.35875	
7.69000	13.138	 2.945	74.496	47.426	27.299	35.35752	
7.69333	13.153	 2.960	74.496	47.441	27.329	35.35508	
7.69667	13.153	 2.976	74.511	47.441	27.329	35.35691	
7.70000	13.184	 2.976	74.511	47.456	27.360	35.35935	
7.70333	13.169	 2.960	74.496	47.472	27.375	35.35935	
7.70667	13.199	 2.945	74.496	47.487	27.406	35.35752	
7.71000	13.184	 2.945	74.526	47.517	27.375	35.35630	
7.71333	13.169	 2.945	74.526	47.517	27.421	35.35752	
7.71667	13.153	 2.960	74.541	47.517	27.406	35.35875	
7.72000	13.153	 2.960	74.541	47.517	27.390	35.35752	
7.72333	13.153	 2.976	74.541	47.502	27.360	35.35569	
7.72667	13.169	 2.976	74.541	47.487	27.345	35.35752	
7.73000	13.184	 2.976	74.526	47.487	27.329	35.35997	
7.73333	13.215	 2.960	74.526	47.487	27.314	35.35936	
7.73667	13.215	 2.976	74.526	47.472	27.314	35.35814	
7.74000	13.199	 2.960	74.541	47.472	27.329	35.35752	
7.74333	13.215	 2.945	74.526	47.441	27.345	35.35936	
7.74667	13.215	 2.945	74.541	47.456	27.360	35.36058	
7.75000	13.184	 2.945	74.496	47.472	27.360	35.35996	
7.75333	13.169	 2.945	74.496	47.456	27.360	35.35752	
7.75667	13.184	 2.960	74.496	47.456	27.345	35.35691	
7.76000	13.169	 2.976	74.480	47.472	27.375	35.35814	
7.76333	13.169	 2.976	74.465	47.456	27.360	35.35752	
7.76667	13.199	 2.976	74.511	47.456	27.390	35.35569	
7.77000	13.199	 2.976	74.496	47.487	27.406	35.35325	
7.77333	13.215	 2.960	74.511	47.487	27.421	35.35447	
7.77667	13.230	 2.960	74.526	47.517	27.406	35.35569	
7.78000	13.215	 2.976	74.541	47.517	27.406	35.35630	
7.78333	13.184	 2.976	74.541	47.502	27.406	35.35386	
7.78667	13.184	 2.976	74.572	47.487	27.436	35.35325	
7.79000	13.199	 2.991	74.572	47.487	27.421	35.35569	
7.79333	13.184	 2.991	74.557	47.441	27.406	35.35752	
7.79667	13.184	 2.976	74.526	47.411	27.406	35.35447	
7.80000	13.199	 2.976	74.526	47.426	27.406	35.35325	
7.80333	13.215	 2.991	74.496	47.426	27.360	35.35447	
7.80667	13.199	 2.991	74.435	47.426	27.375	35.35569	
7.81000	13.199	 2.991	74.450	47.441	27.421	35.35630	
7.81333	13.215	 2.991	74.480	47.456	27.421	35.35569	
7.81667	13.199	 2.991	74.465	47.472	27.406	35.35386	
7.82000	13.215	 2.976	74.465	47.487	27.436	35.35508	
7.82333	13.184	 2.960	74.480	47.472	27.436	35.35691	
7.82667	13.199	 2.945	74.465	47.472	27.421	35.35447	
7.83000	13.199	 2.945	74.480	47.502	27.421	35.35203	
7.83333	13.215	 2.945	74.496	47.472	27.406	35.35203	
7.83667	13.199	 2.945	74.496	47.426	27.375	35.35386	
7.84000	13.230	 2.945	74.511	47.411	27.390	35.35386	
7.84333	13.230	 2.945	74.496	47.426	27.375	35.35142	
7.84667	13.230	 2.960	74.480	47.411	27.375	35.35020	
7.85000	13.230	 2.960	74.450	47.411	27.406	35.35142	
7.85333	13.215	 2.960	74.435	47.426	27.421	35.35325	
7.85667	13.184	 2.976	74.435	47.472	27.421	35.35264	
7.86000	13.153	 2.991	74.450	47.487	27.436	35.35203	
7.86333	13.169	 2.976	74.435	47.502	27.436	35.35081	
7.86667	13.153	 2.960	74.450	47.502	27.406	35.35386	
7.87000	13.153	 2.960	74.480	47.548	27.390	35.35508	
7.87333	13.153	 2.960	74.480	47.563	27.375	35.35447	
7.87667	13.169	 2.960	74.480	47.548	27.375	35.35203	
7.88000	13.153	 2.960	74.480	47.548	27.390	35.35386	
7.88333	13.169	 2.976	74.480	47.548	27.406	35.35508	
7.88667	13.199	 2.976	74.465	47.502	27.406	35.35569	
7.89000	13.230	 2.976	74.465	47.487	27.390	35.35264	
7.89333	13.215	 2.976	74.480	47.472	27.375	35.35264	
7.89667	13.230	 2.976	74.480	47.456	27.345	35.35386	
7.90000	13.260	 2.976	74.480	47.456	27.360	35.35569	
7.90333	13.245	 2.976	74.480	47.456	27.390	35.35447	
7.90667	13.215	 2.976	74.465	47.441	27.390	35.35386	
7.91000	13.215	 2.960	74.465	47.426	27.390	35.35508	
7.91333	13.215	 2.945	74.465	47.426	27.436	35.35814	
7.91667	13.184	 2.945	74.465	47.411	27.421	35.35936	
7.92000	13.184	 2.930	74.480	47.426	27.421	35.35814	
7.92333	13.199	 2.930	74.496	47.426	27.421	35.35691	
7.92667	13.199	 2.945	74.480	47.441	27.406	35.35813	
7.93000	13.184	 2.976	74.480	47.441	27.390	35.35935	
7.93333	13.169	 2.960	74.480	47.456	27.421	35.35813	
7.93667	13.169	 2.960	74.465	47.456	27.406	35.35508	
7.94000	13.169	 2.960	74.480	47.456	27.451	35.35447	
7.94333	13.184	 2.960	74.496	47.456	27.497	35.35569	
7.94667	13.184	 2.945	74.496	47.441	27.497	35.35691	
7.95000	13.199	 2.960	74.511	47.441	27.467	35.35569	
7.95333	13.184	 2.976	74.511	47.426	27.467	35.35508	
7.95667	13.169	 2.976	74.496	47.426	27.451	35.35569	
7.96000	13.169	 2.991	74.496	47.426	27.436	35.35814	
7.96333	13.169	 2.976	74.526	47.456	27.436	35.35691	
7.96667	13.153	 2.976	74.541	47.456	27.436	35.35508	
7.97000	13.169	 2.976	74.541	47.487	27.436	35.35325	
7.97333	13.184	 2.976	74.557	47.456	27.406	35.35447	
